NOM_MUN_COMPO,CODE_POSTAL_COMPO,PLACE_TOTAL_POUPON,PLACE_TOTAL,CODE_REGION_COMPO,INTERNET,PROVINCE,NOM,TYPE,REGION,ADRESSE,SUBV,telephone1,TELECOPIEUR1
Laterrière,G7N 1J1,0,34,2,garderieledp@gmail.com,QC,GARDERIE LE JARDIN DES ÉTOILES,GARD,2 - Saguenay - Lac-Saint-Jean,"917, rue du Boulevard",,(418) 402-0900,(418) 678-3065
Laterrière,G7N 2B1,10,58,2,laplaneteamars@videotron.ca,QC,"LE CENTRE DE LA PETITE ENFANCE ""LA PLANÈTE À MARS""",CPE,2 - Saguenay - Lac-Saint-Jean,"1530, rue du Vieux-Pont Sud",CR,(418) 678-1919,(418) 678-3343
Mashteuiatsh,G0W 2H0,10,66,2,info@cpeauetissatsh.ca,QC,LE CENTRE DE LA PETITE ENFANCE AUETISSATSH,CPE,2 - Saguenay - Lac-Saint-Jean,"50, rue Auetissatsh",CR,(418) 275-5703,(418) 275-8765
Métabetchouan-Lac-à-la-Croix,G8G 1K9,10,76,2,stramgram@cgocable.ca,QC,CENTRE DE LA PETITE ENFANCE AM STRAM GRAM 2000 INSTALLATION MÉTABETCHOUAN-LAC-À-LA-CROIX,CPE,2 - Saguenay - Lac-Saint-Jean,"19, rue des Pivoines",CR,(418) 349-8190,(418) 349-8026
Normandin,G8M 3Z5,10,52,2,jlalancette@cpecroquelavie.ca,QC,CENTRE DE LA PETITE ENFANCE CROQUE LA VIE,CPE,2 - Saguenay - Lac-Saint-Jean,"1153, avenue des Écoles",CR,(418) 274-2762,(418) 274-2227
Normandin,G8M 3X5,10,48,2,globuleetmyrtille@hotmail.ca,QC,GLOBULE ET MYRTILLE,GARD,2 - Saguenay - Lac-Saint-Jean,"1455, Avenue du Rocher, local 126",,(418) 274-8080,
Petit-Saguenay,G0V 1N0,0,8,2,laplaneteamars@videotron.ca,QC,"LE CENTRE DE LA PETITE ENFANCE ""LA PLANÈTE À MARS""  DU PETIT SAGUENAY",CPE,2 - Saguenay - Lac-Saint-Jean,"31, rue du Pré",CR,(418) 272-3939,(418) 272-9914
Péribonka,G0W 2G0,5,13,2,cpelesrenardeaux@hotmail.com,QC,CENTRE DE LA PETITE ENFANCE LES RENARDEAUX,CPE,2 - Saguenay - Lac-Saint-Jean,"202, 1re Avenue",CR,(418) 374-2002,(418) 374-2375
Roberval,G8H 3N8,10,70,2,manon.archambault@cpelaculbute.ca,QC,CENTRE DE LA PETITE ENFANCE LES AMIS DE LA CULBUTE,CPE,2 - Saguenay - Lac-Saint-Jean,"100, rue Jules-Constantin",CR,(418) 275-4745,(418) 275-2207
Roberval,G8H 1B9,5,29,2,manon.archambault@cpelaculbute.ca,QC,CENTRE DE LA PETITE ENFANCE LES AMIS DE LA CULBUTE INSTALLATION MILIEU DE TRAVAIL,CPE,2 - Saguenay - Lac-Saint-Jean,"416, rue Brassard",CR,(418) 275-4745,(418) 275-2207
Roberval,G8H 2H1,10,80,2,lucettef@cpejardinderobi.ca,QC,LE JARDIN DE ROBI INC.,CPE,2 - Saguenay - Lac-Saint-Jean,"870, rue Saint-Jean",CR,(418) 275-4431,(418) 275-2058
Saint-Ambroise,G7P 2R1,10,52,2,lespetitscailloux@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE LES PETITS CAILLOUX INSTALLATION ST-AMBROISE,CPE,2 - Saguenay - Lac-Saint-Jean,"380, rue Gagnon",CR,(418) 672-6824,(418) 698-0824
Saint-Bruno,G0W 2L0,15,80,2,cpe.info@troispetitspas.net,QC,LE JARDIN D'AMIS À ST-BRUNO,CPE,2 - Saguenay - Lac-Saint-Jean,"150, rue de la Garderie",CR,(418) 343-2588,(418) 343-2471
Saint-Bruno,G0W 2L0,10,62,2,exploratout@yahoo.ca,QC,PRÉMATERNELLE EXPLORATOUT INC.,GARD,2 - Saguenay - Lac-Saint-Jean,"102, rue des Moissons",,(581) 717-1219,
Saint-David-de-Falardeau,G0V 1C0,5,21,2,lespetitscailloux@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE LES PETITS CAILLOUX INSTALLATION FALARDEAU,CPE,2 - Saguenay - Lac-Saint-Jean,"161, boulevard Saint-David",CR,(418) 673-1059,(418) 698-0824
Saint-Fulgence,G0V 1S0,5,29,2,lespetitscailloux@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE LES PETITS CAILLOUX INSTALLATION ST-FULGENCE,CPE,2 - Saguenay - Lac-Saint-Jean,"75, chemin du Cap des Roches",CR,(418) 674-1489,(418) 698-0824
Saint-Félicien,G8K 1J2,10,78,2,direction@cpetrottemenu.ca,QC,CENTRE DE LA PETITE ENFANCE TROTTE-MENU INC.,CPE,2 - Saguenay - Lac-Saint-Jean,"1349, rue Bellevue Nord",CR,(418) 679-4088,(418) 679-3288
Saint-Félicien,G8K 2B5,15,63,2,direction@cpetrottemenu.ca,QC,CENTRE DE LA PETITE ENFANCE TROTTE-MENU INC.,CPE,2 - Saguenay - Lac-Saint-Jean,"1201, boulevard Julien",CR,(418) 630-4688,(418) 630-4608
Saint-Félix-d'Otis,G0V 1M0,0,8,2,heleneltournesol@royaume.com,QC,CENTRE DE LA PETITE ENFANCE LE TOURNESOL DU FJORD - INSTALLATION ST-FÉLIX,CPE,2 - Saguenay - Lac-Saint-Jean,"102, chemin du Lac Brébeuf",CR,(418) 544-1784,(418) 544-1784
Saint-Honoré,G0V 1L0,5,55,2,cpelacajolerie@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE LA CAJOLERIE,CPE,2 - Saguenay - Lac-Saint-Jean,"580, rue Laprise",CR,(418) 673-6333,(418) 673-3381
Saint-Prime,G8J 2A8,5,47,2,info@cpesouriso.ca,QC,CENTRE DE LA PETITE ENFANCE LES SOURICEAUX,CPE,2 - Saguenay - Lac-Saint-Jean,"155, rue Saint-Hilaire",CR,(418) 251-2924,(418) 251-1096
Sainte-Rose-du-Nord,G0V 1T0,0,8,2,lynn.charest@cpelapirouette.ca,QC,CENTRE DE LA PETITE ENFANCE LA PIROUETTE,CPE,2 - Saguenay - Lac-Saint-Jean,"186, rue du Quai",CR,(418) 675-1012,(418) 675-1012
Shipshaw,G7P 1G3,10,62,2,boumgarderie@outlook.fr,QC,GARDERIE BOUM BOUM,GARD,2 - Saguenay - Lac-Saint-Jean,"4527, rue Lavoie",CR,(418) 547-4368,(418) 547-8156
Baie-Saint-Paul,G3Z 2R1,10,78,3,sandra.lge@bellnet.ca,QC,CENTRE DE LA PETITE ENFANCE LA GOÉLETTE ENCHANTÉE INC.,CPE,3 - Capitale-Nationale,"66, rue Racine",CR,(418) 435-2539,(418) 435-2325
Baie-Saint-Paul,G3Z 0K2,0,39,3,navettecoupdepouce@hotmail.com,QC,LA GARDERIE DU COIN,GARD,3 - Capitale-Nationale,"151, Alfred-Morin",,(418) 240-1100,
Baie-Saint-Paul,G3Z 0K2,15,31,3,navettecoupdepouce@hotmail.com,QC,LA GARDERIE DU COIN 2,GARD,3 - Capitale-Nationale,"165, rue Alfred-Morin",,(418) 240-4141,(418) 240-3300
Beaupré,G0A 1E0,10,80,3,monialeblanc@cpelapeluche.com,QC,CENTRE DE LA PETITE ENFANCE LA PELUCHE,CPE,3 - Capitale-Nationale,"10900, rue des Montagnards",CR,(418) 827-4193,(418) 827-6856
Boischatel,G0A 1H0,5,49,3,administration@cpeenchante.com,QC,CENTRE DE LA PETITE ENFANCE L'ENCHANTÉ,CPE,3 - Capitale-Nationale,"11, rue Montmorency",CR,(418) 822-3076,(418) 822-4600
Boischatel,G0A 1H0,10,64,3,garderielabougeotte@hotmail.com,QC,GARDERIE LA BOUGEOTTE DE BOISCHATEL,GARD,3 - Capitale-Nationale,"6, rue Charleville",,(418) 573-1791,
Boischatel,G0A 1H0,15,73,3,boischatouilles@gmail.com,QC,GARDERIE LES BOISCHATOUILLES 2 INC.,GARD,3 - Capitale-Nationale,"5357, rue Dugal",CR,(418) 822-3002,(418) 822-3005
Boischatel,G0A 1H0,15,67,3,boischatouilles@gmail.com,QC,GARDERIE LES BOISCHATOUILLES INC.,GARD,3 - Capitale-Nationale,"5609, rue Dugal",CR,(418) 822-3000,(418) 822-3003
Cap-Santé,G0A 1L0,10,62,3,c.p.e.aujardindesabeilles@globetrotter.net,QC,CPE AU BOISÉ DES ABEILLES,CPE,3 - Capitale-Nationale,"30, rue Déry",CR,(418) 285-4057,
Clermont,G4A 1A4,5,39,3,dg@pignonssurrue.com,QC,CENTRE DE LA PETITE ENFANCE PIGNONS SUR RUE,CPE,3 - Capitale-Nationale,"5, rue Jean-Talon",CR,"(418) 665-0035, poste 4",(418) 439-5849
Donnacona,G3M 1L7,10,54,3,c.p.e.aujardindesabeilles@globetrotter.net,QC,CENTRE DE LA PETITE ENFANCE AU JARDIN DES ABEILLES (C.P.E.),CPE,3 - Capitale-Nationale,"570, boulevard Gaudreau",CR,(418) 285-4057,(418) 285-3835
Donnacona,G3M 1B9,15,73,3,garderielesdoudlipoux@hotmail.com,QC,GARDERIE LES DOUDLIPOUX INC.,GARD,3 - Capitale-Nationale,"197, route 138",,(418) 462-1812,
L'Ancienne-Lorette,G2E 1Y8,0,72,3,chantal.gbe@gmail.com,QC,GARDERIE LA BOTTINE ENCHANTÉE,GARD,3 - Capitale-Nationale,"1185, rue Saint-Paul",CR,(418) 872-3663,(418) 872-9022
L'Ancienne-Lorette,G2E 3B5,0,80,3,petiteecolend@outlook.com,QC,GARDERIE PETITE ÉCOLE NOTRE-DAME,GARD,3 - Capitale-Nationale,"1624, rue Notre-Dame",,(581) 300-3110,
L'Ancienne-Lorette,G2E 1R6,12,57,3,claude.r@cpeaucoeurenfantin.com,QC,INSTALLATION AU CARROUSEL ENFANTIN,CPE,3 - Capitale-Nationale,"2015, rue St-Jean Baptiste",CR,(418) 872-4914,(418) 872-5942
L'Ancienne-Lorette,G2E 1G8,0,32,3,,QC,INSTALLATION AU PETIT POUCET,CPE,3 - Capitale-Nationale,"1380, rue des Pins Ouest",CR,(418) 872-8181,(418) 872-1770
L'Ancienne-Lorette,G2E 0A1,5,53,3,alain.st-pierre@bellnet.ca,QC,INSTALLATION DES BELLES-RIVIÈRES,CPE,3 - Capitale-Nationale,"1295, rue des Loisirs Est",CR,(418) 872-1272,(418) 872-6724
L'Ancienne-Lorette,G2E 3B5,20,20,3,petiteecolend@outlook.com,QC,LES BAMBINS DE LA PETITE ÉCOLE NOTRE-DAME,GARD,3 - Capitale-Nationale,"1626, rue Notre-Dame",,(581) 300-3110,
L'Ancienne-Lorette,G2E 4L2,10,66,3,garderiemylaine@hotmail.com,QC,SERVICE DE GARDE MYLAINE INC.,GARD,3 - Capitale-Nationale,"1931, rue des Granges",CR,(418) 871-7726,(418) 871-7726
L'Ange-Gardien,G0A 2K0,10,62,3,administration@cpeenchante.com,QC,CENTRE DE LA PETITE ENFANCE L'ENCHANTÉ 2,CPE,3 - Capitale-Nationale,"30, rue de la Mairie",CR,(418) 822-4253,(418) 822-1161
L'Ange-Gardien,G0A 2K0,10,80,3,administration@cpeenchante.com,QC,CENTRE DE LA PETITE ENFANCE L'ENCHANTÉ 3,CPE,3 - Capitale-Nationale,"300, rue du Tricentenaire",CR,"(418) 822-3076, poste 22",(418) 822-4600
L'Isle-aux-Coudres,G0A 3J0,0,16,3,arcenciel2999@hotmail.com,QC,CENTRE DE LA PETITE ENFANCE DU SOLEIL À LA LUNE,CPE,3 - Capitale-Nationale,"1969, chemin des Coudriers",CR,(418) 438-1313,(418) 435-5050
La Malbaie,G5A 1K3,10,62,3,dg@pignonssurrue.com,QC,CENTRE DE LA PETITE ENFANCE PIGNONS SUR RUE,CPE,3 - Capitale-Nationale,"175, rue Le Courtois",CR,"(418) 665-0035, poste 4",(418) 665-7943
La Malbaie,G5A 2A5,0,26,3,ateliersdemenaud07@gmail.com,QC,L'ATELIER DE MENAUD,GARD,3 - Capitale-Nationale,"9, rue Principale",,(418) 324-9042,
Lac-Beauport,G3B 2P7,15,75,3,cpe@cpejolicoeur.ca,QC,CPE JOLI-COEUR INSTALLATION DE LA MONTAGNE,CPE,3 - Capitale-Nationale,"33, chemin des Épinettes",CR,(418) 841-1544,(418) 841-1525
Lac-Beauport,G3B 0W1,10,78,3,cpe@cpejolicoeur.ca,QC,CPE JOLI-COEUR INSTALLATION DU LAC,CPE,3 - Capitale-Nationale,"584, chemin du Tour-du-Lac",CR,(418) 841-1544,(418) 841-1525
Lac-Beauport,G3B 0W8,10,78,3,dingchen@outlook.com,QC,IL ÉTAIT UNE FOIS AU LAC-BEAUPORT INC.,GARD,3 - Capitale-Nationale,"1016, boulevard du Lac",CR,(418) 316-2262,(418) 316-2263
Lac-Beauport,G3B 0W8,0,23,3,mjdorego@live.com,QC,ÉCOLE PRÉMATERNELLE ET MATERNELLE MONTESSORI DE LAC-BEAUPORT INC.,GARD,3 - Capitale-Nationale,"1020E, boulevard du Lac",CR,(418) 841-0788,
Neuville,G0A 2R0,5,31,3,cpelekangourou@globetrotter.net,QC,LE PETIT GOUROU,CPE,3 - Capitale-Nationale,"766, Route 138",CR,(418) 873-2291,(418) 873-4980
Neuville,G0A 2R0,5,39,3,cpelekangourou@globetrotter.net,QC,LES PETITS MARINS,CPE,3 - Capitale-Nationale,"240, rue du Père-Rhéaume",CR,(418) 873-2291,(418) 873-4980
Pont-Rouge,G3H 3R7,5,39,3,garderiedujardin@hotmail.fr,QC,GARDERIE DU JARDIN,GARD,3 - Capitale-Nationale,"2, rue du Jardin, suite 104",,(581) 329-8585,
Pont-Rouge,G3H 2G6,10,62,3,cpelekangourou@globetrotter.net,QC,LE KANGOUROU,CPE,3 - Capitale-Nationale,"73, rue Pleau",CR,(418) 873-2291,(418) 873-4980
Pont-Rouge,G3H 0J5,5,39,3,cpelekangourou@globetrotter.net,QC,LE KOALA,CPE,3 - Capitale-Nationale,"8, rue du Croissant",CR,(418) 873-2291,(418) 873-4980
Portneuf,G0A 2Y0,5,39,3,veilleusequea@globetrotter.net,QC,INSTALLATION LES ÉTINCELLES,CPE,3 - Capitale-Nationale,"521, avenue de l'Église",CR,(418) 286-2310,(418) 268-3811
Québec,G1X 1L7,10,62,3,desamoursdeboutchou@gmail.com,QC,DES AMOURS DE BOUT'CHOU INC.,GARD,3 - Capitale-Nationale,"3133, avenue D'Amours",,(418) 659-4004,(418) 657-3139
Québec,G1H 1M7,10,62,3,robine_k@hotmail.com,QC,GARDERIE PRIVÉE LA PETITE ESCABELLE INC.,GARD,3 - Capitale-Nationale,"160, 73e Rue Est",,(418) 563-5823,
Québec,G3K 1J9,0,44,3,info@academieunisport.com,QC,ACADÉMIE UNI-SPORT VAL-BÉLAIR,GARD,3 - Capitale-Nationale,"1091, boulevard Pie-XI Sud",,(418) 952-6442,
Québec,G2M 1L1,15,30,3,auchateaudelorie@outlook.com,QC,AU CHATEAU DE LORIE 2,GARD,3 - Capitale-Nationale,"20354, boulevard Henri-Bourassa, suite 102",,(418) 841-1001,(418) 841-3663
Québec,G2M 1L1,15,80,3,auchateaudelorie@outlook.com,QC,AU CHÂTEAU DE LORIE INC.,GARD,3 - Capitale-Nationale,"20354, boulevard Henri-Bourassa, suite 101",,(418) 841-1001,(418) 841-3663
Québec,G1C 7L3,0,18,3,vanesseve@hotmail.com,QC,AU COIN D'ÉMILIE INC.,GARD,3 - Capitale-Nationale,"533, rue Antoine-Gautier",CR,(418) 666-6608,
Québec,G3G 2Z3,10,45,3,aujardindeslutins@hotmail.com,QC,AU JARDIN DES LUTINS,GARD,3 - Capitale-Nationale,"15473, boulevard de la Colline",CR,(418) 841-3599,(418) 841-0103
Québec,G3E 1X3,0,19,3,info@royaumedefanfan.com,QC,AU ROYAUME DE FANFAN 2,GARD,3 - Capitale-Nationale,"6137-A, du Pomerol",,(418) 845-2416,
Québec,G3E 1L8,10,62,3,ccote@cperibambelle.qc.ca,QC,BRIN DE FOLIE,CPE,3 - Capitale-Nationale,"6089, rue Vénus",CR,(418) 843-4178,(418) 843-1918
Québec,G1C 1W5,10,80,3,directrice@laptitechute.com,QC,C.P.E. LA P¿TITE CHUTE,CPE,3 - Capitale-Nationale,"2130, boulevard des Chutes",CR,(418) 914-2835,(418) 661-1015
Québec,G1Y 3T9,10,30,3,mary_liz33@hotmail.com,QC,CENTRE D'ÉVEIL ET D'APPRENTISSAGE À TON RYTHME,GARD,3 - Capitale-Nationale,"4074B, rue André-Riel",,(418) 932-0906,
Québec,G1C 0B9,5,65,3,directrice@laptitechute.com,QC,"CENTRE DE LA PETITE ENFANCE ""LA P'TITE CHUTE""",CPE,3 - Capitale-Nationale,"1, rue de la Farandole",CR,(418) 661-0404,(418) 661-1015
Québec,G1M 3G1,15,61,3,serge.morin@allomonami.com,QC,CENTRE DE LA PETITE ENFANCE ALLÔ MON AMI,CPE,3 - Capitale-Nationale,"450, avenue Glazier",CR,(418) 527-1516,(418) 527-2140
Québec,G1M 3G1,0,45,3,serge.morin@allomonami.com,QC,CENTRE DE LA PETITE ENFANCE ALLÔ MON AMI II,CPE,3 - Capitale-Nationale,"450, avenue Glazier",CR,(418) 527-1516,(418) 527-2140
Québec,G2N 1C5,0,26,3,cpeavb@ccapcable.com,QC,CENTRE DE LA PETITE ENFANCE AU VIEUX BERCEAU,CPE,3 - Capitale-Nationale,"631, rue Jacques-Bédard",CR,(418) 849-5578,(418) 849-6710
Québec,G2C 1V1,5,67,3,alakanath@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE AUX POUSSINOTS D'ALAKAZOU DE QUÉBEC INC.,CPE,3 - Capitale-Nationale,"2020, avenue Chauveau",CR,(418) 847-3402,(418) 847-1976
Québec,G1W 4B6,0,56,3,cpebout-en-train@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE BOUT-EN-TRAIN DE STE-FOY,CPE,3 - Capitale-Nationale,"1199, avenue Beaupré",CR,(418) 651-3662,(418) 651-6552
Québec,G1S 3G3,0,40,3,cpeclairdelune@oricom.ca,QC,CENTRE DE LA PETITE ENFANCE CLAIR DE LUNE,CPE,3 - Capitale-Nationale,"1040, avenue Belvédère, suite 200",CR,(418) 683-9421,(418) 683-5763
Québec,G1K 2L5,0,52,3,c.cournoyer@cpelanseauxlievres.com,QC,CENTRE DE LA PETITE ENFANCE DE L'ANSE AUX LIEVRES INC.,CPE,3 - Capitale-Nationale,"330, rue de la Croix-Rouge, local A101",CR,(418) 524-5829,(418) 525-6060
Québec,G1W 1C2,10,70,3,cpeduchul@cpeduchul.com,QC,CENTRE DE LA PETITE ENFANCE DU CHUL,CPE,3 - Capitale-Nationale,"2721, rue du Général-Tremblay",CR,(418) 657-4988,(418) 657-6543
Québec,G1Y 1Z9,0,60,3,aparadis@cpeduvillage.ca,QC,CENTRE DE LA PETITE ENFANCE DU VILLAGE INC.,CPE,3 - Capitale-Nationale,"985, rue de la Rivière",CR,(418) 877-9602,(418) 877-8991
Québec,G1L 5A6,10,62,3,cpefanfou@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE FANFOU,CPE,3 - Capitale-Nationale,"1690, avenue d'Assise",CR,(418) 523-0299,
Québec,G1S 2M1,0,40,3,info@cpefeuvert.com,QC,CENTRE DE LA PETITE ENFANCE FEU VERT,CPE,3 - Capitale-Nationale,"1075, chemin Sainte-Foy",CR,(418) 683-4616,(418) 683-4616
Québec,G2L 2C3,10,52,3,info@cpegardamis.com,QC,CENTRE DE LA PETITE ENFANCE GARD'AMIS,CPE,3 - Capitale-Nationale,"1645, rue de la Seigneurie",CR,(418) 627-4659,(418) 627-4659
Québec,G1C 7N1,10,50,3,info@cpehippoplus.com,QC,CENTRE DE LA PETITE ENFANCE HIPPO PLUS,CPE,3 - Capitale-Nationale,"799, rue Ardouin",CR,"(418) 661-5524, poste 23",(418) 661-7846
Québec,G1C 7N1,0,58,3,info@cpehippoplus.com,QC,CENTRE DE LA PETITE ENFANCE HIPPO PLUS,CPE,3 - Capitale-Nationale,"797, rue Ardouin",CR,(418) 661-6858,(418) 661-7854
Québec,G1J 5E7,10,54,3,nancyldrolet@gmail.com,QC,CENTRE DE LA PETITE ENFANCE JARDIN BLEU MAIZERETS,CPE,3 - Capitale-Nationale,"2200, boulevard Montmorency",CR,(418) 660-5323,(418) 525-6350
Québec,G1L 4M1,0,25,3,nancyldrolet@gmail.com,QC,"CENTRE DE LA PETITE ENFANCE JARDIN BLEU, LOUIS-JOLLIET",CPE,3 - Capitale-Nationale,"1201, rue de la Pointe-Aux-Lièvres",CR,"(418) 686-4040, poste 8258",(418) 525-6350
Québec,G1L 2W9,15,31,3,nancyldrolet@gmail.com,QC,"CENTRE DE LA PETITE ENFANCE JARDIN BLEU, MAISON DES ENFANTS",CPE,3 - Capitale-Nationale,"896, 3e Avenue",CR,"(418) 525-6323, poste 222",
Québec,G1L 2Z6,0,80,3,nancyldrolet@gmail.com,QC,"CENTRE DE LA PETITE ENFANCE JARDIN BLEU, QUÉBEC",CPE,3 - Capitale-Nationale,"1750, boulevard Benoît-XV",CR,(418) 525-6323,(418) 525-6350
Québec,G1H 7A2,0,69,3,cpelimagerie@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE L'IMAGERIE INC.,CPE,3 - Capitale-Nationale,"5400, 5e Avenue Ouest",CR,(418) 624-0665,(418) 624-8807
Québec,G1C 3L6,10,70,3,cgirard@echomagique.com,QC,CENTRE DE LA PETITE ENFANCE L'ÉCHO MAGIQUE,CPE,3 - Capitale-Nationale,"860, boulevard Raymond",CR,(418) 666-2450,(418) 666-8521
Québec,G1C 3L6,0,44,3,cgirard@echomagique.com,QC,CENTRE DE LA PETITE ENFANCE L'ÉCHO MAGIQUE,CPE,3 - Capitale-Nationale,"860, boulevard Raymond",CR,(418) 666-2450,(418) 666-8521
Québec,G1S 3G3,0,64,3,ebrouillette@cpelabougeotte.com,QC,CENTRE DE LA PETITE ENFANCE LA BOUGEOTTE,CPE,3 - Capitale-Nationale,"1040, avenue Belvédère, local 105",CR,(418) 681-1562,(418) 681-1659
Québec,G1N 2X4,0,76,3,direction@cpelabutte.com,QC,CENTRE DE LA PETITE ENFANCE LA BUTTE À MOINEAUX,CPE,3 - Capitale-Nationale,"324, rue Saint-Sauveur",CR,(418) 524-6186,(418) 524-4507
Québec,G1K 9M4,10,10,3,direction@cpelabutte.com,QC,"CENTRE DE LA PETITE ENFANCE LA BUTTE À MOINEAUX, INSTALLATION 2",CPE,3 - Capitale-Nationale,"575, rue Sainte-Hélène",CR,(418) 524-6186,(418) 524-4507
Québec,G1M 1A1,9,63,3,genevieve.turmel@cnesst.gouv.qc.ca,QC,CENTRE DE LA PETITE ENFANCE LA COQUINERIE,CPE,3 - Capitale-Nationale,"524, rue Bourdages",CR,"(418) 266-4262, poste 1",(418) 266-4375
Québec,G2C 1P6,0,80,3,nathaliebrown@cpedecouverte.qc.ca,QC,CENTRE DE LA PETITE ENFANCE LA DÉCOUVERTE,CPE,3 - Capitale-Nationale,"6850, rue des Brumes",CR,(418) 843-4595,(418) 843-4218
Québec,G1S 4S3,5,49,3,direction@cpelafrimousse.ca,QC,CENTRE DE LA PETITE ENFANCE LA FRIMOUSSE,CPE,3 - Capitale-Nationale,"1600, boulevard de l'Entente",CR,(418) 687-3230,(418) 687-1779
Québec,G1V 4H9,10,61,3,cpegrossetortue@gmail.com,QC,CENTRE DE LA PETITE ENFANCE LA GROSSE TORTUE,CPE,3 - Capitale-Nationale,"2391, rue Nicolas-Pinel",CR,(418) 652-9315,(418) 652-7071
Québec,G1V 4G5,10,68,3,petiteenfance@cpelanichee.ca,QC,CENTRE DE LA PETITE ENFANCE LA NICHÉE,CPE,3 - Capitale-Nationale,"2725, chemin Sainte-Foy",CR,(418) 656-4567,(418) 656-4909
Québec,G1C 1N2,0,69,3,petiteecole@oricom.ca,QC,CENTRE DE LA PETITE ENFANCE LA PETITE ÉCOLE DE BEAUPORT,CPE,3 - Capitale-Nationale,"450, avenue Joseph-Giffard",CR,(418) 660-1404,(418) 660-4727
Québec,G2A 2N5,0,77,3,ccote@cperibambelle.qc.ca,QC,CENTRE DE LA PETITE ENFANCE LA RIBAMBELLE,CPE,3 - Capitale-Nationale,"13245, boulevard Valcartier",CR,(418) 843-4477,(418) 843-1234
Québec,G1M 2S8,10,50,3,laribouldingue@irdpq.qc.ca,QC,CENTRE DE LA PETITE ENFANCE LA RIBOULDINGUE,CPE,3 - Capitale-Nationale,"525, boulevard Wilfrid-Hamel, local E-107",CR,(418) 529-7014,(418) 529-0059
Québec,G3G 2S3,15,75,3,bc@bellegrenouille.ca,QC,CENTRE DE LA PETITE ENFANCE LA RIGOLADE,CPE,3 - Capitale-Nationale,"1142, avenue du Lac-Saint-Charles",CR,(418) 841-1036,(418) 841-2399
Québec,G1E 1X1,0,44,3,patricia.richard@cpelaritournelle.ca,QC,CENTRE DE LA PETITE ENFANCE LA RITOURNELLE,CPE,3 - Capitale-Nationale,"3545, chemin Royal",CR,(418) 663-1366,(418) 663-2346
Québec,G2C 1C3,0,80,3,annboutet@cpeturlute.qc.ca,QC,CENTRE DE LA PETITE ENFANCE LA TURLUTE,CPE,3 - Capitale-Nationale,"8380, boulevard de l'Ormière",CR,(418) 843-4888,(418) 842-1134
Québec,G1H 4N7,10,70,3,m.paquet@cpelegrenierenchante.com,QC,CENTRE DE LA PETITE ENFANCE LE GRENIER ENCHANTÉ,CPE,3 - Capitale-Nationale,"517, boulevard Louis-XIV",CR,(418) 626-8731,(418) 626-2691
Québec,G1K 8K6,5,39,3,direction@palaisdesboutsdechoux.com,QC,CENTRE DE LA PETITE ENFANCE LE PALAIS DES BOUTS DE CHOUX INC.,CPE,3 - Capitale-Nationale,"300, boulevard Jean-Lesage, bureau RC.06",CR,(418) 525-5756,(418) 525-9747
Québec,G1S 4L8,15,72,3,cpe.pandore@qc.aira.com,QC,CENTRE DE LA PETITE ENFANCE LE PANDORE,CPE,3 - Capitale-Nationale,"1050, chemin Sainte-Foy",CR,(418) 681-7168,(418) 681-1497
Québec,G1V 1S3,0,60,3,cpefourmis@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE LES FOURMIS ENSABLÉES,CPE,3 - Capitale-Nationale,"2167, chemin Sainte-Foy",CR,(418) 652-7270,(418) 652-7270
Québec,G1R 2V7,0,59,3,cpelesloupiots@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE LES LOUPIOTS INC.,CPE,3 - Capitale-Nationale,"1089, avenue de Salaberry",CR,(418) 529-8489,(418) 529-8480
Québec,G1J 5L5,0,66,3,cpeptitsloups@climoilou.qc.ca,QC,CENTRE DE LA PETITE ENFANCE LES P'TITS LOUPS (LIMOILOU),CPE,3 - Capitale-Nationale,"1300, 8e Avenue",CR,"(418) 647-6600, poste 6753",(418) 647-3780
Québec,G1P 4S6,10,80,3,direction@lespetitspapillons.ca,QC,CENTRE DE LA PETITE ENFANCE LES P'TITS PAPILLONS,CPE,3 - Capitale-Nationale,"2570, boulevard du Parc-Technologique",CR,(418) 650-5266,(418) 650-1036
Québec,G1P 4S6,10,80,3,direction@lespetitspapillons.ca,QC,CENTRE DE LA PETITE ENFANCE LES P'TITS PAPILLONS,CPE,3 - Capitale-Nationale,"2570, boulevard du Parc Technologique, bureau 100",CR,(418) 650-5266,(418) 650-1036
Québec,G3K 1A3,10,60,3,cpetresors@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE LES P'TITS TRÉSORS DE VAL-BÉLAIR,CPE,3 - Capitale-Nationale,"5270, route Sainte-Geneviève",CR,(418) 843-7797,(418) 843-3553
Québec,G1K 8J6,10,48,3,info@cpepetitscheminots.ca,QC,CENTRE DE LA PETITE ENFANCE LES PETITS CHEMINOTS,CPE,3 - Capitale-Nationale,"333, boulevard Jean-Lesage, ORC-5",CR,(418) 528-4824,(418) 528-4024
